Description	Orthogroup	gafu	acte	ando	chfle	chfus	cyca	enqua	heau	hecri	hehe	hemag	hyva	mado	neno	neva	oula	sama	stgag	sthad	stmer
desc	OG0005760	14	4	8	3	3	3	9	13	11	8	7	22	3	12	18	11	9	10	16	12
desc	OG0004206	4	1	1	1	3	8	1	11	5	6	7	3	4	2	4	1	2	8	8	3
desc	OG0005610	7	2	3	13	3	3	6	18	10	6	4	16	1	4	4	3	12	8	9	14
desc	OG0005773	16	6	2	1	2	4	5	8	10	10	10	20	7	7	8	6	4	18	10	8
desc	OG0007081	0	2	3	3	3	3	2	10	11	4	5	10	3	3	2	2	7	4	5	6
desc	OG0000146	8	0	1	1	2	1	2	5	4	4	4	3	3	2	3	1	2	4	4	6
desc	OG0002477	5	1	1	1	1	2	2	2	2	4	2	0	2	1	6	1	1	2	2	4
desc	OG0000059	28	2	4	4	4	2	6	8	6	11	3	14	0	8	2	4	8	8	7	10
desc	OG0002731	100	61	60	72	33	45	58	65	70	98	98	205	23	178	94	110	69	68	73	86
desc	OG0002657	46	8	5	3	3	4	17	20	24	21	23	18	6	7	6	9	5	25	26	23
desc	OG0004350	11	1	1	1	2	2	3	3	2	8	5	3	0	3	1	1	1	8	8	3
desc	OG0005877	8	1	2	4	5	7	2	11	5	4	4	13	1	22	4	4	5	9	5	13
desc	OG0004378	17	2	2	1	2	3	6	11	8	8	11	12	1	6	4	6	7	7	6	12
desc	OG0006426	20	3	3	1	2	21	4	10	8	17	15	3	5	4	4	7	3	12	7	15
desc	OG0004966	8	2	4	1	2	18	4	4	3	2	3	4	1	3	7	3	3	4	4	2
desc	OG0003187	7	3	1	1	3	1	3	6	7	6	3	3	14	2	3	2	1	4	4	6
desc	OG0004390	23	14	19	5	4	3	21	18	12	8	15	22	4	17	9	17	12	45	38	27
desc	OG0002860	5	8	2	2	4	1	8	14	12	14	7	5	8	5	9	7	2	10	8	9
desc	OG0006498	20	11	14	4	3	1	33	31	20	18	12	7	16	7	9	11	11	13	29	29
desc	OG0006431	8	4	2	1	1	1	13	10	7	4	10	6	4	3	3	4	2	10	15	10
desc	OG0005116	10	3	1	1	2	2	5	6	4	4	3	3	5	4	1	3	8	4	1	2
desc	OG0005102	10	2	1	1	3	4	2	2	3	3	2	5	6	4	4	4	8	2	2	4
desc	OG0003005	19	1	5	1	2	18	4	15	11	6	5	4	1	4	4	3	2	11	8	11
desc	OG0004050	15	3	1	5	2	2	5	9	8	8	8	4	3	3	13	14	2	9	7	10
desc	OG0004165	6	2	1	3	2	2	4	3	2	11	8	11	1	3	5	3	3	12	6	17
desc	OG0005448	16	17	3	1	3	4	7	11	9	12	7	1	8	3	12	19	2	8	10	11
desc	OG0006442	348	3	3	3	3	1	5	8	8	13	7	16	5	11	7	5	3	10	7	12
desc	OG0005391	6	1	1	1	2	1	1	3	2	2	2	0	0	1	2	1	1	3	4	2
desc	OG0004684	17	9	7	2	3	2	12	31	27	10	16	9	20	7	9	9	8	27	13	12
desc	OG0005144	11	2	2	1	2	2	2	3	5	7	5	5	2	2	2	3	1	6	2	5
desc	OG0006676	12	6	10	7	6	21	31	28	28	8	17	33	4	25	5	8	19	24	26	26
desc	OG0006852	34	9	9	6	4	2	5	17	24	18	8	9	4	6	8	6	7	13	13	51
desc	OG0004069	3	2	4	1	2	3	2	6	7	4	3	4	2	11	1	3	2	5	3	2
desc	OG0000344	22	2	2	1	3	2	7	7	4	8	3	19	2	3	4	6	2	4	3	4
desc	OG0005641	22	11	5	2	4	3	8	11	14	24	29	16	2	6	6	13	6	24	39	28
desc	OG0000565	13	3	7	4	2	3	6	6	5	3	3	7	2	6	4	2	2	2	2	2
desc	OG0004111	12	2	1	1	2	2	4	3	2	5	3	2	7	4	2	2	3	4	3	4
desc	OG0007044	36	6	3	2	3	11	2	28	6	8	7	9	10	10	9	9	6	9	5	6
desc	OG0005395	17	2	2	1	2	2	4	9	8	5	4	2	2	2	4	3	6	10	6	7
desc	OG0006940	14	3	2	2	2	14	2	7	9	6	5	9	3	8	8	6	6	4	6	3
desc	OG0006835	29	5	6	3	3	3	18	10	10	10	12	32	2	16	3	12	13	12	10	16
desc	OG0006043	0	6	5	2	2	10	17	18	10	10	13	29	2	7	5	6	4	8	7	8
desc	OG0004708	25	19	6	3	2	5	10	30	26	10	7	30	12	11	8	19	8	10	11	18
desc	OG0005205	266	222	90	3	2	35	159	62	35	125	192	9	206	9	89	182	4	89	71	82
desc	OG0002646	10	10	2	3	3	1	8	13	8	6	8	3	3	1	3	4	1	14	8	8
desc	OG0001586	8	1	1	1	1	3	2	5	3	3	3	1	1	3	2	7	1	4	3	3
desc	OG0005430	11	2	2	2	3	2	1	8	9	6	4	6	2	4	4	5	3	7	4	8
desc	OG0003307	14	2	2	1	2	0	4	8	5	13	5	13	4	4	10	4	3	8	7	10
desc	OG0006656	48	10	21	33	5	12	20	27	23	28	21	218	8	17	12	18	4	39	24	35
desc	OG0005900	12	2	1	1	3	12	4	3	4	4	2	11	2	5	4	5	4	6	3	2
desc	OG0006204	4	3	2	1	2	4	1	2	4	8	4	15	1	4	7	4	2	4	5	2
desc	OG0006413	46	3	1	18	3	3	4	7	7	12	4	18	3	10	5	5	22	6	7	12
desc	OG0000906.1	5	11	2	1	3	1	7	12	22	6	8	4	8	1	7	2	1	10	7	11
desc	OG0006542	16	13	2	1	3	11	4	5	8	8	8	6	1	15	5	4	5	17	13	10
desc	OG0006722	32	27	16	4	7	20	12	50	26	14	21	25	11	13	13	28	14	27	23	26
desc	OG0004237	20	2	1	1	3	2	2	6	7	4	4	15	1	3	2	4	6	6	5	4
desc	OG0005685	6	2	5	1	2	1	6	11	8	7	6	3	7	6	2	4	2	11	20	14
desc	OG0002087	8	3	1	1	3	1	1	7	10	6	5	2	3	3	6	4	1	8	5	10
desc	OG0006787	16	3	2	1	2	4	5	14	12	7	10	11	8	5	15	3	5	14	10	12
desc	OG0002656	17	4	1	2	3	4	6	10	10	6	7	2	4	4	6	4	3	16	13	10
desc	OG0003959	0	9	14	5	7	32	33	12	14	15	19	48	6	29	19	15	27	28	27	16
desc	OG0004313	4	3	1	1	3	1	3	5	4	2	3	29	2	3	4	2	1	4	3	3
desc	OG0000804	6	1	1	9	0	5	1	7	4	2	6	10	2	0	7	2	0	8	8	5
desc	OG0005068	18	4	8	4	3	8	3	14	9	10	6	26	4	27	5	12	16	8	7	12
desc	OG0006522	15	3	3	12	3	1	4	11	8	7	13	60	2	7	4	7	18	12	13	11
desc	OG0007290	59	79	51	75	15	7	135	298	134	32	119	17	97	54	56	68	31	117	108	247
desc	OG0000156.1	4	0	7	1	2	4	1	4	4	3	1	13	2	4	2	2	1	8	4	6
desc	OG0003852	0	4	1	1	6	3	5	2	4	2	1	95	2	23	5	3	8	3	1	2
desc	OG0006087	13	2	4	2	5	96	12	5	6	4	11	6	5	16	13	6	10	12	9	8
desc	OG0007025	0	1	0	1	2	2	0	4	2	1	2	7	1	4	3	2	3	3	2	4
desc	OG0004130	3	3	0	1	2	2	1	2	2	4	2	3	1	1	1	2	2	4	3	2
desc	OG0002216	11	4	0	2	3	5	8	8	4	7	5	2	2	5	3	2	4	7	12	14
desc	OG0004104	9	6	2	1	2	1	7	8	8	4	5	14	4	1	6	4	1	6	6	4
desc	OG0005026	6	2	1	1	2	2	2	4	4	4	1	1	5	2	4	2	1	4	4	4
desc	OG0006045	30	9	13	4	2	3	11	12	11	5	15	18	10	8	9	9	7	20	13	12
desc	OG0005517	20	8	11	12	3	1	6	11	17	16	9	51	5	8	14	16	13	10	10	8
desc	OG0003653	12	8	7	3	2	1	9	18	14	16	19	7	5	5	3	10	3	22	35	19
desc	OG0007323	12	7	12	5	12	13	4	14	10	7	13	47	6	15	6	7	37	12	14	9
desc	OG0006497	15	2	5	3	4	2	7	16	11	8	6	6	5	5	3	6	7	8	9	7
desc	OG0006001	13	1	1	1	2	3	1	3	3	3	7	15	0	2	4	2	4	4	4	8
desc	OG0001338	61	6	3	12	4	1	6	7	8	8	7	28	1	4	5	3	8	8	7	8
desc	OG0006562	14	2	5	16	11	8	6	11	9	7	10	11	4	9	3	4	5	6	12	12
desc	OG0005400	15	19	5	12	3	1	8	21	18	14	15	14	8	8	9	7	4	19	21	19
desc	OG0004781	12	2	1	2	2	2	8	10	5	6	4	7	3	2	4	3	2	6	5	10
desc	OG0006217	56	14	11	6	2	4	26	45	28	8	27	20	35	5	46	29	4	28	33	30
desc	OG0004704	9	4	3	1	25	1	4	9	8	10	5	2	3	8	6	4	1	6	5	7
desc	OG0007255	5	2	2	1	3	2	6	8	5	2	5	5	3	2	8	3	6	4	6	26
desc	OG0004190	10	3	2	1	2	6	2	14	6	8	6	7	6	5	4	3	4	10	7	7
desc	OG0005468	3	1	2	1	2	1	2	6	6	4	4	1	2	1	4	2	1	2	6	5
desc	OG0004914	10	2	2	1	2	3	3	6	5	6	10	2	3	2	3	3	1	7	6	8
desc	OG0007018	7	3	1	6	2	3	8	3	4	5	7	11	3	4	5	4	3	5	4	10
desc	OG0006818	12	1	1	1	4	8	3	5	5	8	3	6	1	10	4	3	5	6	2	4
desc	OG0006757	27	11	10	4	2	2	19	19	14	14	17	35	8	18	6	26	26	19	18	24
desc	OG0005560	22	6	17	4	5	14	9	12	11	8	6	16	2	11	7	20	8	41	23	15
desc	OG0005551	8	1	1	1	2	1	2	8	7	4	4	3	3	2	5	3	2	7	5	4
desc	OG0004053	12	9	4	6	4	2	7	18	15	18	23	13	17	4	11	17	4	33	17	19
desc	OG0003351	7	4	2	1	1	3	3	7	6	2	2	8	4	3	4	3	2	10	10	8
desc	OG0006098	36	20	18	27	17	41	14	19	17	16	10	25	7	47	3	23	16	8	12	9
desc	OG0007211	3	2	1	1	2	11	2	7	2	2	3	3	4	2	1	2	4	4	2	2
desc	OG0002471	104	1	1	1	2	2	3	10	6	3	2	1	4	2	2	2	1	4	3	6
desc	OG0003278	12	2	8	1	2	1	6	8	8	11	6	5	6	3	5	5	2	4	5	9
desc	OG0007197	9	1	3	1	2	22	3	4	4	4	5	1	1	5	2	6	2	6	3	3
desc	OG0003433	16	37	62	43	11	23	60	57	41	60	24	415	16	28	64	70	17	18	82	26
desc	OG0006246	0	4	6	5	7	13	6	16	10	16	14	21	6	17	8	9	35	17	8	15
desc	OG0007260	14	11	15	1	8	10	8	7	37	34	13	12	3	20	17	24	26	29	22	14
desc	OG0004848	34	2	2	1	1	1	5	4	4	4	4	10	1	7	4	4	2	4	3	6
desc	OG0005425	13	6	2	2	3	1	19	13	9	8	6	5	3	7	4	7	2	11	11	10
desc	OG0002662	7	3	2	1	2	1	4	9	6	4	3	2	4	2	8	1	1	4	3	4
desc	OG0001174	5	5	1	1	2	1	12	14	6	6	8	9	1	4	7	5	3	29	8	9
desc	OG0003677	12	3	3	1	2	2	9	10	9	7	10	4	2	5	3	5	3	10	9	12
desc	OG0007189	32	5	5	6	19	67	7	17	20	12	15	48	5	38	13	19	25	18	23	18
desc	OG0006612	14	4	1	3	3	2	4	3	5	4	6	7	4	4	2	8	4	11	4	9
desc	OG0004855	8	7	2	1	2	3	5	11	5	6	5	4	5	3	10	7	3	8	8	6
desc	OG0004719	11	1	1	1	3	1	4	12	6	12	4	3	3	4	4	3	1	15	6	20
desc	OG0003186	6	2	1	1	3	1	2	3	4	4	2	2	2	2	2	2	1	3	3	3
desc	OG0002897	9	5	2	1	2	1	7	7	6	6	6	2	1	1	5	3	1	10	7	7
desc	OG0005291	38	7	4	1	5	4	6	24	12	3	7	40	6	3	2	8	5	7	3	5
desc	OG0001044	219	22	31	1783	93	1	33	150	112	222	124	248	78	45	121	57	372	46	84	66
desc	OG0006475	12	2	3	1	2	5	7	4	3	6	5	5	1	4	7	4	2	6	3	10
desc	OG0007092	106	36	32	15	7	10	33	50	64	26	23	7	18	27	22	47	26	30	48	44
desc	OG0003185	11	1	1	1	2	2	3	5	5	6	5	0	4	9	4	2	1	6	6	4
desc	OG0005028	5	0	1	1	2	3	3	4	2	3	4	1	1	16	1	4	7	4	4	7
desc	OG0004343	6	2	1	1	1	1	2	7	4	12	3	2	2	3	1	2	4	3	4	2
desc	OG0004099	9	1	3	2	2	2	3	4	4	2	4	1	1	3	4	1	2	3	8	4
desc	OG0006465	24	7	4	8	4	1	12	21	16	16	20	11	4	3	18	13	2	23	19	19
desc	OG0006511	17	5	3	4	2	3	6	11	11	16	12	9	2	10	4	6	6	18	10	13
desc	OG0005648	9	13	2	3	2	2	10	24	13	18	17	9	5	5	4	6	6	13	12	13
desc	OG0004068	15	14	2	5	2	1	7	21	16	8	18	6	11	2	3	7	2	19	11	22
desc	OG0000293	5	1	1	1	2	3	2	4	4	4	2	0	4	2	2	2	1	4	3	6
desc	OG0004017	10	4	2	1	4	1	4	12	10	10	6	2	4	3	10	5	1	14	12	15
desc	OG0001124	13	2	4	2	2	1	10	11	10	8	6	5	3	3	5	6	3	8	8	11
desc	OG0004757	27	2	2	2	2	1	7	7	6	7	5	3	1	2	7	3	3	8	6	6
desc	OG0005912	19	30	22	8	2	1	26	29	22	16	19	34	12	6	0	19	5	38	33	26
desc	OG0005835	7	16	78	91	3	8	79	47	23	16	15	15	7	34	6	35	5	15	75	128
desc	OG0004236	11	1	1	1	2	2	4	5	2	5	3	15	4	3	7	2	2	6	11	2
desc	OG0005698	26	2	3	10	7	7	6	8	8	9	6	10	0	13	8	4	15	7	7	9
desc	OG0004979	38	7	5	5	4	13	10	16	18	32	19	6	4	7	8	15	9	20	16	27
desc	OG0004097	11	6	3	1	2	1	5	20	18	9	11	4	10	2	4	5	1	10	16	17
desc	OG0006125	10	3	11	2	3	6	9	15	11	4	16	37	4	4	4	11	3	14	11	10
desc	OG0005671	40	16	65	3	5	1	50	30	8	12	18	87	12	18	9	61	15	18	23	8
desc	OG0000909.2	1	0	1	1	3	2	2	1	2	1	1	13	2	4	4	2	5	13	2	1
desc	OG0007353	0	17	10	1	3	13	16	15	22	4	17	8	4	16	3	14	8	7	15	15
desc	OG0000011	13	3	3	2	3	2	8	10	6	11	9	3	4	5	4	5	4	12	13	6
desc	OG0005572	11	3	4	1	2	1	10	16	14	11	8	12	6	4	3	9	6	24	14	14
desc	OG0000206	9	1	2	1	2	1	3	9	7	4	3	8	4	1	3	2	1	5	3	3
desc	OG0006056	22	3	3	1	4	10	8	32	18	5	17	3	3	3	8	15	2	20	7	22
desc	OG0006081	4	2	2	1	2	3	2	8	4	2	2	2	2	2	1	3	7	2	3	4
desc	OG0001242	60	15	13	1	4	3	23	34	16	8	15	39	3	13	12	21	9	15	30	40
desc	OG0006873	12	9	10	2	3	3	15	15	17	15	17	26	8	3	5	6	11	18	15	18
desc	OG0006659	14	5	5	2	4	3	4	10	11	4	8	70	2	7	6	6	6	12	18	12
desc	OG0004891	13	1	2	0	3	2	6	6	2	6	3	2	1	1	2	3	2	4	4	6
desc	OG0006235	35	3	6	2	2	3	12	14	11	6	6	20	2	6	5	12	10	13	22	12
desc	OG0003927	8	1	1	5	2	6	0	3	4	4	5	5	1	5	2	1	9	4	3	3
desc	OG0001108	22	13	16	2	5	6	10	15	16	18	13	23	5	6	2	16	7	16	14	17
desc	OG0007237	38	8	10	4	6	7	10	13	13	8	17	4	6	6	12	13	4	13	21	17
desc	OG0007321	13	3	7	2	2	79	11	6	15	4	13	16	8	7	15	5	9	8	6	6
desc	OG0003646	4	1	2	2	3	1	2	4	4	12	1	7	1	2	5	1	2	2	2	2
desc	OG0004752	76	33	25	3	10	2	32	57	57	42	25	116	25	35	8	42	37	49	31	30
desc	OG0006615	22	5	1	4	3	4	6	19	12	8	19	14	4	5	7	15	5	18	17	20
desc	OG0004027	7	4	1	2	2	1	7	17	18	12	12	2	8	3	6	3	1	12	17	13
desc	OG0002473	0	9	6	3	4	1	19	28	20	14	13	6	7	4	5	11	3	22	17	22
desc	OG0004702	23	7	2	4	25	1	18	18	25	18	8	18	7	35	14	8	8	14	9	10
desc	OG0005124	0	4	1	1	4	2	6	9	5	2	4	2	5	5	5	5	20	6	9	7
desc	OG0002044	13	2	1	1	1	1	5	5	7	10	4	1	3	3	3	5	1	8	7	10
desc	OG0004198	12	13	5	1	2	3	11	14	12	12	16	18	7	6	7	6	4	26	21	26
desc	OG0004410	12	4	5	7	2	10	4	14	15	6	9	3	4	15	14	10	8	14	8	6
desc	OG0004093	11	2	1	5	4	2	3	4	4	3	3	11	4	5	6	2	9	4	5	4
desc	OG0003737	3	1	2	1	2	1	4	5	5	10	4	5	4	7	2	2	5	5	5	4
desc	OG0007011	8	15	42	1	1	26	24	24	11	6	20	2	4	6	13	12	7	39	16	36
desc	OG0005668	16	5	1	1	4	1	4	10	10	2	4	6	2	4	4	9	3	2	2	3
desc	OG0006890	5	6	1	2	2	2	8	8	6	4	6	9	5	3	17	6	4	7	9	4
desc	OG0007166	32	10	5	2	3	5	9	12	10	10	12	13	11	14	5	10	3	16	16	14
desc	OG0005514	3	3	1	1	2	1	2	6	7	12	6	5	4	1	1	4	1	5	4	5
desc	OG0005981	0	7	11	2	2	7	10	16	20	7	9	24	13	3	8	12	2	10	9	12
desc	OG0006099	20	8	15	5	5	4	8	13	10	10	18	37	3	10	8	4	11	35	26	34
desc	OG0002559	130	18	41	1	55	2	29	85	78	14	50	0	35	56	18	93	122	54	38	37
desc	OG0006996	6	2	4	1	2	4	16	7	4	2	6	3	1	3	4	2	3	11	7	10
desc	OG0003645	32	21	9	2	4	1	62	66	45	45	53	12	62	10	38	17	2	58	56	80
desc	OG0004486	13	2	1	12	3	4	1	2	4	4	3	2	3	7	3	1	6	3	3	3
desc	OG0006943	14	8	3	1	2	4	8	13	16	13	12	20	8	4	7	4	9	14	9	7
desc	OG0002629	10	1	2	9	2	3	6	9	8	6	12	2	2	9	4	4	1	8	11	20
desc	OG0000163	39	3	3	3	5	2	3	5	8	18	6	20	0	8	8	6	20	8	16	8
desc	OG0001557	16	5	38	1	10	8	4	16	54	22	5	39	30	26	8	11	27	6	4	10
desc	OG0005886	8	1	2	2	4	2	8	9	8	4	5	8	8	8	3	6	3	8	5	8
desc	OG0005107	26	20	15	8	4	3	19	40	47	42	32	12	14	11	16	29	14	58	57	36
desc	OG0004085	4	5	1	2	2	2	4	12	10	7	12	7	2	2	3	3	1	16	19	20
desc	OG0005565	10	2	1	1	2	2	2	4	5	4	2	1	1	3	3	2	1	3	4	4
desc	OG0005512	9	3	2	1	2	1	5	12	10	6	7	4	5	2	4	3	2	15	5	9
desc	OG0005935	30	12	3	1	2	2	3	18	17	22	11	0	17	7	3	16	4	5	5	14
desc	OG0005115	28	12	4	1	3	9	9	17	11	13	10	18	2	9	5	9	4	15	12	16
desc	OG0006878	37	2	4	1	2	3	2	5	10	6	6	3	6	4	1	4	2	6	3	6
desc	OG0002345	5	8	7	1	4	9	8	5	14	4	2	66	2	8	5	6	5	4	2	4
desc	OG0007227	50	10	32	6	6	3	37	24	21	13	61	63	4	11	12	45	22	22	48	36
desc	OG0005453	12	3	3	3	2	2	6	8	10	7	6	4	17	4	8	3	2	8	8	9
desc	OG0007318	36	1	2	4	3	8	1	4	4	3	2	0	1	9	7	2	28	2	2	3
desc	OG0006936	11	3	10	2	2	2	7	14	27	4	5	5	2	6	9	4	4	5	8	7
desc	OG0003385	0	28	6	18	6	6	18	24	20	9	28	36	8	22	17	31	14	17	17	15
desc	OG0005639	8	9	5	5	4	5	14	12	8	12	8	25	3	14	13	6	4	14	32	20
desc	OG0004794	5	2	4	1	4	1	4	16	7	9	6	3	8	5	3	3	8	9	13	9
desc	OG0002258	1	1	2	2	2	2	0	2	2	9	1	1	0	5	4	2	3	2	4	7
desc	OG0002651	12	3	2	1	2	2	11	15	16	13	8	3	18	3	6	5	2	17	12	20
desc	OG0004154	7	2	2	1	2	3	8	5	4	7	6	1	6	2	6	3	1	8	5	2
desc	OG0006084	8	1	2	1	2	3	0	3	4	2	3	0	2	5	5	3	1	4	3	4
desc	OG0004994	18	2	3	1	2	1	4	5	7	6	5	8	5	2	4	3	2	6	5	10
desc	OG0005796	0	3	2	5	2	1	8	7	9	8	6	24	2	4	2	4	3	6	6	10
desc	OG0006114	41	3	3	10	6	3	7	21	13	9	13	16	4	16	11	7	34	14	10	10
desc	OG0007350	0	5	11	1	9	15	12	23	24	13	25	6	20	7	3	12	18	13	12	22
desc	OG0005899	0	5	5	2	3	3	5	7	6	4	5	5	3	3	0	6	6	7	8	12
desc	OG0003827	71	83	87	114	85	130	48	52	56	42	37	204	29	45	95	103	38	53	49	37
desc	OG0005175	25	5	3	3	4	2	20	14	15	16	11	10	6	10	7	8	8	16	13	10
desc	OG0005109	4	1	1	1	2	2	1	3	2	4	7	3	1	3	2	2	2	8	12	10
desc	OG0007204	6	2	2	4	6	14	4	13	5	3	12	11	3	3	6	8	4	3	3	9
desc	OG0005196	25	32	26	3	2	5	13	35	28	25	42	11	8	2	8	48	17	22	25	27
desc	OG0005524	35	15	9	2	4	1	19	23	17	14	20	11	16	9	13	16	9	28	29	26
desc	OG0007219	29	4	3	2	3	23	12	22	10	8	11	12	4	7	3	6	6	10	14	11
desc	OG0003283	8	1	2	1	2	1	12	9	8	6	2	5	4	5	4	6	5	19	9	6
desc	OG0002891	23	4	1	3	3	1	6	8	8	10	9	4	4	6	6	5	6	18	14	19
desc	OG0004172	6	7	7	2	2	2	10	12	8	7	6	16	7	3	0	6	2	8	17	10
desc	OG0004736	8	12	3	3	2	1	4	9	8	7	10	6	1	2	4	3	3	8	5	8
desc	OG0004725	14	4	3	8	5	1	8	10	18	20	10	8	9	3	9	4	4	16	9	14
desc	OG0004637	9	4	3	6	8	1	2	12	10	11	10	8	6	4	21	8	3	14	14	13
desc	OG0007342	22	18	11	7	8	64	13	26	16	17	15	43	3	21	8	18	23	8	7	9
desc	OG0004897	125	27	17	23	5	1	78	64	63	30	37	24	50	9	110	51	6	38	53	66
desc	OG0004712	12	2	2	2	2	1	14	8	10	13	9	6	2	5	5	6	3	16	14	19
desc	OG0001979	25	3	11	13	6	3	23	30	44	54	51	12	15	24	32	14	7	69	28	50
desc	OG0000247	5	6	2	1	1	2	3	7	5	6	3	1	4	2	1	3	1	8	6	6
desc	OG0004259	14	3	3	6	3	3	12	22	16	8	7	8	5	5	7	5	5	13	19	12
desc	OG0003197	21	1	1	2	4	3	4	6	6	4	3	38	2	7	2	2	3	8	5	4
desc	OG0005475	28	4	4	2	3	4	7	17	13	12	13	11	5	13	7	8	11	10	9	15
desc	OG0007355	0	3	4	2	2	10	30	10	6	2	21	23	3	6	9	7	2	9	4	19
desc	OG0005770	13	7	5	2	2	3	6	13	6	10	11	3	4	4	7	10	4	8	8	10
desc	OG0003306	4	0	1	1	2	4	1	4	4	3	4	3	6	1	3	1	1	4	1	4
desc	OG0005058	96	33	47	132	212	106	149	707	501	33	495	141	10	271	13	32	260	987	346	700
desc	OG0005238	0	9	16	6	12	9	12	17	12	19	22	36	11	22	6	26	48	26	23	24
desc	OG0004145	31	14	6	5	6	3	17	24	24	28	22	40	14	15	10	14	9	18	23	30
desc	OG0005948	5	1	1	2	2	2	3	4	5	4	4	7	1	2	2	4	9	4	3	4
desc	OG0004222	16	1	1	2	3	3	2	8	4	3	3	6	4	2	2	1	5	5	4	4
desc	OG0005509	11	2	2	1	2	0	4	5	4	8	3	6	2	2	8	2	1	6	9	8
desc	OG0006597	12	4	2	2	4	3	11	15	12	11	9	39	5	8	4	7	8	10	5	13
desc	OG0004439	5	0	1	1	2	1	3	3	6	10	1	3	2	4	3	2	2	2	1	3
desc	OG0005895	37	11	9	7	4	4	15	18	16	16	19	14	8	7	13	18	6	19	23	23
desc	OG0004658	14	4	3	2	2	1	3	8	6	6	3	4	2	3	5	4	2	6	6	8
desc	OG0004639	20	4	2	12	5	1	7	11	11	12	11	17	4	5	8	5	4	9	10	10
desc	OG0006982	64	3	11	24	5	7	8	13	12	21	10	12	10	5	9	10	22	10	16	14
desc	OG0005867	22	2	3	1	2	13	4	5	5	6	5	14	1	10	5	3	9	4	5	11
desc	OG0003799	4	4	2	2	2	4	8	7	4	6	4	5	2	7	3	3	2	5	2	6
desc	OG0004381	9	2	1	1	2	5	3	2	2	4	1	2	6	6	3	1	3	1	3	4
desc	OG0005703	70	7	7	4	5	4	29	25	19	11	27	6	11	1	18	20	3	38	37	38
desc	OG0006393	16	12	8	6	7	3	10	49	34	12	12	20	5	28	11	26	11	18	14	20
desc	OG0003564	7	4	1	1	2	1	4	9	9	4	5	2	3	2	5	2	1	8	7	7
desc	OG0006804	12	2	2	1	2	3	5	7	4	5	4	8	2	3	3	3	2	4	4	6
desc	OG0005946	8	1	2	1	2	5	1	17	4	6	6	9	3	7	2	3	1	4	4	4
desc	OG0004202	4	2	1	1	1	1	1	4	3	3	3	1	2	3	2	1	1	5	3	3
desc	OG0002613	4	1	1	1	3	2	3	4	5	10	2	0	3	3	3	1	1	2	3	4
desc	OG0004138	8	1	1	2	2	2	3	8	8	4	3	10	4	2	4	1	1	7	8	4
desc	OG0006378	6	4	2	1	2	1	5	7	6	2	2	4	2	3	8	4	1	2	4	10
desc	OG0000961.1	0	1	2	1	1	1	2	3	4	6	2	10	0	2	3	2	2	3	2	6
desc	OG0006854	15	6	4	5	3	2	6	27	19	10	15	6	8	9	4	9	28	11	11	12
desc	OG0006222	8	5	3	1	3	6	8	8	7	7	10	6	4	4	0	8	4	7	9	6
desc	OG0005866	8	4	7	2	3	5	8	10	6	6	62	18	5	3	5	6	2	12	9	12
desc	OG0007009	3	2	2	1	2	3	2	3	3	3	3	5	3	3	3	2	2	142	1	3
desc	OG0005567	10	2	4	6	4	5	8	11	11	6	7	7	4	8	3	4	4	10	11	12
desc	OG0006935	10	2	3	4	2	3	7	7	6	3	4	15	1	5	3	4	5	8	6	6
desc	OG0007293	56	84	56	44	24	51	52	30	32	50	83	138	11	45	33	71	20	66	16	47
desc	OG0006190	25	6	23	3	6	11	52	31	14	3	18	73	10	6	12	2	6	23	34	21
desc	OG0006503	7	2	1	1	1	1	3	5	3	4	3	11	3	2	4	2	1	4	3	6
desc	OG0002901	8	5	3	1	2	1	7	11	9	7	7	2	5	1	9	7	1	11	5	5
desc	OG0006799	16	3	1	2	2	2	2	5	4	3	5	18	3	2	3	3	9	2	4	6
desc	OG0003189	8	2	1	1	2	2	12	11	8	4	1	4	19	5	4	2	4	7	8	8
desc	OG0005985	4	1	1	1	2	3	0	1	1	1	2	5	1	4	1	1	4	3	1	3
desc	OG0003012	2	1	1	2	2	51	1	2	2	2	1	2	1	2	3	1	1	2	2	4
desc	OG0006445	12	5	3	2	3	3	7	13	16	8	5	3	5	10	15	6	7	10	8	10
desc	OG0005868	20	10	6	4	5	5	20	19	38	6	11	33	13	8	7	10	7	15	14	19
desc	OG0003267	8	2	1	1	1	2	3	18	12	10	3	6	4	4	4	2	1	2	3	4
desc	OG0003612	4	1	1	1	1	2	1	2	2	2	1	7	0	2	1	1	0	1	2	2
desc	OG0002114	14	2	4	5	2	2	9	19	27	8	14	7	8	7	6	5	2	32	21	13
desc	OG0006064	24	6	4	1	2	6	9	16	11	4	14	5	6	4	7	11	4	14	10	12
desc	OG0005800	13	4	2	2	2	2	10	10	10	5	6	22	5	4	7	8	4	8	9	8
desc	OG0002672	11	2	0	0	1	4	2	5	5	4	3	0	3	2	3	1	1	4	2	5
desc	OG0005763	20	20	17	6	4	14	57	23	18	16	11	5	7	9	9	14	12	21	17	32
desc	OG0006501	31	1	2	4	4	4	4	7	5	11	4	23	2	10	9	6	6	9	8	8
desc	OG0007201	7	3	3	3	5	7	11	11	7	4	4	8	8	6	9	12	9	6	5	6
desc	OG0005032	20	5	5	1	2	1	8	11	15	15	16	7	10	3	2	7	3	14	13	18
