TranscriptID	hyva<1>	chfle<2>	neno<3>	cyca<4>	sama<5>	chfus<6>	isnoc<7>	pabor<8>	cebra<9>	gafa<10>	gopla<11>	gonor<12>	golob<13>	nema<14>	exadia<15>	enqua<16>	hehe<17>	stmer<18>	hemag<19>	stgag<20>	sthad<21>	acte<22>	ando<23>	oula<24>	macdac<25>	heaur<26>	hecri<27>	<28>	<29>	<30>	<31>	<32>	<33>	<34>	<35>	<36>	<37>	<38>	<39>	<40>	<41>	<42>	<43>	<44>	<45>	<46>	<47>	<48>	<49>	<50>	<51>	<52>	<53>
OG0006540	3186	3269	4955	3768	2452	493	3370	3658	702	972	2677	2930	2881	1995	3481	5585	2520	2815	2890	4784	5942	9177	7720	3829	2274	4810	2473	2768.02	2542.38	2652.81	2436.55	1733.98	1086.08	2436.55	2144.76	1592.6	2542.38	1733.98	2768.02	2888.24	3281.14	4058.24	4418.36	4058.24	3281.14	3727.46	4234.47	5237.29	4810.43	6477.54	5464.71	2888.24	3423.63
OG0001760	474	228	676	394	755	17	0	584	0	242	509	517	776	837	546	128	362	225	312	738	0	788	1346	0	260	574	434	206.214	140.352	266.401	278.011	181.409	118.253	80.3491	5.62765	23.7481	408.014	390.995	573.644	624.624	425.772	315.952	244.611	290.124	549.733	651.786	955.949	1.10381	181.409	113.291	35.2794	374.685	504.855
OG0004908	893	940	2264	53	1393	306	13	2523	214	1073	675	781	916	2225	1795	537	2863	1206	930	1778	1426	3242	2769	1802	410	1729	864	651.786	573.644	624.624	504.855	255.275	651.786	549.733	146.488	740.555	1287.52	877.969	772.751	841.396	1592.6	1401.83	1233.91	1592.6	1661.79	1287.52	1287.52	1592.6	1592.6	2542.38	2237.92	772.751	1233.91
OG0003999	6075	9516	5842	23	4732	1384	2321	5293	446	2536	3444	4329	5188	6306	6053	1796	10140	2510	4299	3868	4595	3878	1961	3409	1992	4386	3336	3281.14	2436.55	2055.48	997.496	444.301	2542.38	2888.24	1809.3	1526.29	4058.24	3423.63	4234.47	4810.43	4418.36	3727.46	3144.57	3727.46	5019.33	3572.32	4234.47	4234.47	3013.68	3013.68	2542.38	2888.24	3889.33
OG0007200	731	5737	1206	1334	4282	148	1252	737	1702	928	191	445	437	1077	1081	238	1947	397	572	704	1042	478	1879	1028	718	861	576	1040.85	1233.91	1809.3	1040.85	955.949	806.344	841.396	1182.52	1133.28	680.128	504.855	315.952	444.301	841.396	740.555	624.624	877.969	877.969	598.592	740.555	877.969	841.396	955.949	1401.83	709.7	709.7
OG0005787	730	211	1947	2669	1744	29	431	1262	156	545	224	195	220	1205	1018	252	878	498	688	413	517	526	830	440	188	464	278	573.644	504.855	549.733	841.396	573.644	234.391	483.807	444.301	444.301	526.817	329.713	215.21	206.214	709.7	549.733	425.772	504.855	624.624	526.817	549.733	463.634	425.772	573.644	598.592	278.011	359.053
OG0005345	535	140	870	507	540	82	1622	640	163	298	341	321	612	548	412	288	1030	408	882	712	551	833	567	637	283	601	430	425.772	390.995	290.124	408.014	290.124	215.21	504.855	624.624	329.713	444.301	359.053	408.014	444.301	504.855	483.807	504.855	624.624	709.7	598.592	709.7	624.624	549.733	680.128	598.592	408.014	504.855
OG0004227	280	690	2113	0	436	71	582	1780	106	183	311	332	512	641	605	474	1858	307	403	680	448	1022	641	624	280	664	379	302.764	302.764	189.328	103.978	24.8226	181.409	463.634	483.807	444.301	444.301	278.011	374.685	408.014	598.592	598.592	573.644	624.624	680.128	425.772	483.807	549.733	598.592	772.751	624.624	390.995	504.855
OG0005194	100	134	1099	978	583	13	463	810	505	662	1028	105	353	459	551	210	476	160	0	172	263	916	0	164	866	181	162	234.391	329.713	266.401	374.685	224.597	91.4114	408.014	573.644	651.786	329.713	483.807	374.685	197.592	266.401	206.214	128.833	113.291	103.978	49.9707	27.1135	215.21	118.253	59.4158	12.0822	344.071	173.819
OG0006269	617	1865	337	98	1047	629	2086	8385	4925	2639	1542	1280	2945	2632	2071	3210	2816	2631	3064	4054	4162	3128	2266	4777	1756	2343	1761	1086.08	1401.83	598.592	359.053	374.685	806.344	3013.68	4058.24	6477.54	2436.55	2144.76	1809.3	1969.91	2652.81	2652.81	2888.24	2888.24	3144.57	3281.14	3727.46	4058.24	2652.81	3281.14	3281.14	1887.9	2055.48
OG0006803	2508	2900	14638	1206	5209	788	3711	5400	2775	1198	1836	2671	3312	3152	5060	1300	4569	1820	3658	3010	2428	4970	4342	8383	1056	6872	4473	2888.24	3144.57	3144.57	3281.14	1661.79	2055.48	3013.68	3727.46	3889.33	2652.81	1809.3	2436.55	3013.68	3281.14	3423.63	2888.24	3727.46	3144.57	2542.38	3013.68	2652.81	4234.47	5702.01	5949.62	2768.02	5464.71
